Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
313550,Deceptive sales tactics,29-05-15,29-May-15,1:42:39 PM,Customer Care Call,Deerfield Beach,Florida,33064,Open,No
330272,Misrepresentation of terms,06-09-15,06-Sep-15,12:40:11 PM,Customer Care Call,Deerfield Beach,Florida,33442,Solved,No
364845,"Consumer Fraud - Sell at One Price, Then Advise Price is Higher",25-06-15,25-Jun-15,12:59:33 PM,Internet,Deerfield Beach,Florida,33442,Solved,No
315506,Misleading communication.,30-05-15,30-May-15,11:15:18 PM,Customer Care Call,Dekalb,Illinois,60115,Solved,No
262339,Comcast Chat Agent Help,28-04-15,28-Apr-15,4:59:45 PM,Customer Care Call,Delmont,Pennsylvania,15626,Closed,No
367295,Fees,25-06-15,25-Jun-15,11:55:00 PM,Customer Care Call,Delmont,Pennsylvania,15626,Solved,No
233417,Comcast cable company Florida,13-04-15,13-Apr-15,7:52:19 PM,Customer Care Call,Delray Beach,Florida,33484,Closed,No
318583,Misleading Advertising,06-02-15,06-Feb-15,12:09:31 PM,Internet,Delray Beach,Florida,33446,Closed,No
332981,Comcast,06-10-15,06-Oct-15,3:03:30 PM,Customer Care Call,Delray Beach,Florida,33483,Solved,No
360267,Unfair Billing Practices regarding Comcast,23-06-15,23-Jun-15,9:55:33 PM,Internet,Delray Beach,Florida,33484,Solved,No
369595,Unfair Comcast Bill,27-06-15,27-Jun-15,2:24:44 AM,Internet,Delray Beach,Florida,33484,Open,No
218043,comcast services,04-04-15,04-Apr-15,5:32:05 PM,Internet,Denver,Colorado,80227,Closed,No
238450,Comcast internet speeds extremely slow,15-04-15,15-Apr-15,11:55:23 PM,Internet,Denver,Colorado,80209,Closed,No
249498,comcast internet service - billing problem,22-04-15,22-Apr-15,9:26:13 AM,Customer Care Call,Denver,Colorado,80207,Closed,No
256302,Comcast speed and billing,24-04-15,24-Apr-15,7:11:10 PM,Customer Care Call,Denver,Colorado,80206,Closed,No
254454,Comcast refusal to cancel service under false contract claims,24-04-15,24-Apr-15,1:47:58 AM,Internet,Denver,Colorado,80219,Closed,Yes
278557,Terrible Service and Ripped off by Comcast,05-07-15,05-Jul-15,3:12:19 PM,Internet,Denver,Colorado,80238,Closed,No
294253,Extremely slow internet speeds; Horrible support,17-05-15,17-May-15,10:18:11 PM,Customer Care Call,Denver,Colorado,80209,Solved,No
298254,Promissed a package and then denied,19-05-15,19-May-15,9:25:24 PM,Internet,Denver,Colorado,80203,Solved,No
319026,HBO GO on Playstation 3,06-02-15,06-Feb-15,2:36:31 PM,Customer Care Call,Denver,Colorado,80231,Closed,No
326422,Comcast secretly raising my bill for services I never agreed to. Again.,06-05-15,06-May-15,10:18:05 PM,Customer Care Call,Denver,Colorado,80221,Solved,No
329312,Lied about $70 technician fee,06-08-15,06-Aug-15,6:51:26 PM,Internet,Denver,Colorado,80231,Closed,No
337337,Internet Too Slow,06-12-15,06-Dec-15,3:06:04 PM,Internet,Denver,Colorado,80246,Solved,No
350389,Internet Speed Drops & Signal on Borderline,18-06-15,18-Jun-15,7:09:02 PM,Customer Care Call,Denver,Colorado,80219,Solved,No
355818,Comcast Service for EXTERIOR Line Replacement Billed to customer,22-06-15,22-Jun-15,1:27:24 PM,Internet,Denver,Colorado,80246,Solved,No
359125,Comcast Complaint,23-06-15,23-Jun-15,3:59:49 PM,Customer Care Call,Denver,Colorado,80223,Pending,No
359237,I am being unfairly billed,23-06-15,23-Jun-15,4:25:05 PM,Customer Care Call,Denver,Colorado,80220,Solved,No
359538,Internet Prices in U.S.A,23-06-15,23-Jun-15,5:36:44 PM,Internet,Denver,Colorado,80210,Open,No
363079,Comcast throttling my speeds for streaming video,24-06-15,24-Jun-15,6:13:43 PM,Customer Care Call,Denver,Colorado,80249,Pending,No
367512,Consistently slow internet speeds,26-06-15,26-Jun-15,9:32:47 AM,Customer Care Call,Denver,Colorado,80206,Open,Yes
370212,Internet Speeds nowhere close to what I pay for,27-06-15,27-Jun-15,4:19:26 PM,Internet,Denver,Colorado,80218,Open,No
371318,Billed without service,28-06-15,28-Jun-15,9:35:38 PM,Internet,Denver,Colorado,80250,Open,No
370876,Slow Internet,28-06-15,28-Jun-15,12:39:00 PM,Customer Care Call,Denver,Colorado,80220,Solved,No
309213,"Billed for modem rental for several years, Comcast refuses to refund under ""caveat emptor""",27-05-15,27-May-15,12:54:22 PM,Internet,Deptford,New Jersey,8096,Open,No
217999,Misleading information given,04-04-15,04-Apr-15,4:21:46 PM,Internet,Des Moines,Washington,98148,Closed,Yes
243449,Contract Cancellation Fees and Unauthorized Changes,18-04-15,18-Apr-15,10:44:07 PM,Customer Care Call,Des Plaines,Illinois,60016,Closed,Yes
239699,"no internet service, no on demand service",16-04-15,16-Apr-15,3:24:48 PM,Internet,Detroit,Michigan,48207,Closed,No
249477,internet and on demand service,22-04-15,22-Apr-15,9:09:19 AM,Internet,Detroit,Michigan,48207,Closed,No
306959,Unfair Charges and substandard service,26-05-15,26-May-15,12:17:40 PM,Internet,Detroit,Michigan,48216,Solved,No
339008,Comcast Automatic Payments,13-06-15,13-Jun-15,1:07:49 PM,Internet,Detroit,Michigan,48205,Solved,No
373332,Outage and unfair practices,29-06-15,29-Jun-15,6:18:41 PM,Customer Care Call,Detroit,Michigan,48226,Open,No
372553,Fraudolent pratice,29-06-15,29-Jun-15,2:54:20 PM,Internet,Detroit,Michigan,48227,Solved,No
373429,Comcast service,29-06-15,29-Jun-15,6:48:08 PM,Customer Care Call,Detroit,Michigan,48202,Open,No
376141,Comcast Billing Practices,30-06-15,30-Jun-15,8:56:03 PM,Internet,Detroit,Michigan,48214,Solved,No
249164,Comcast,21-04-15,21-Apr-15,9:46:57 PM,Internet,Dickson,Tennessee,37055,Closed,No
302143,Comcast Mistreatment,21-05-15,21-May-15,5:26:47 PM,Internet,Doraville,Georgia,30340,Open,No
243607,Slow connection speed for wifi,19-04-15,19-Apr-15,12:29:29 PM,Internet,Dorchester,Massachusetts,2121,Closed,No
359915,"Comcast Speeds Low, and Often Disconnections",23-06-15,23-Jun-15,7:32:22 PM,Customer Care Call,Dos Palos,California,93620,Closed,Yes
275658,Comcast Service,05-06-15,05-Jun-15,11:37:09 AM,Internet,Dothan,Alabama,36301,Closed,No
263790,Denial of Refund for Overpayment,29-04-15,29-Apr-15,11:53:57 AM,Customer Care Call,Douglasville,Georgia,30135,Closed,No
362194,Comcast data cap,24-06-15,24-Jun-15,2:37:50 PM,Internet,Douglasville,Georgia,30134,Pending,Yes
357874,Comcast unfair billing,23-06-15,23-Jun-15,11:40:33 AM,Internet,Dover,Delaware,19901,Open,No
307493,Comcast,26-05-15,26-May-15,2:34:57 PM,Internet,Dover,New Hampshire,3820,Open,Yes
363607,Slow Service,24-06-15,24-Jun-15,10:25:30 PM,Internet,Dover,New Hampshire,3820,Pending,No
249591,Comcast Internet,22-04-15,22-Apr-15,10:17:22 AM,Internet,Dover,Pennsylvania,17315,Closed,Yes
332712,Comcast,06-10-15,06-Oct-15,1:32:28 PM,Customer Care Call,Dover,Pennsylvania,17315,Solved,No
363854,Internet Issue,25-06-15,25-Jun-15,7:21:10 AM,Internet,Dover,Pennsylvania,17315,Open,No
258515,Business Class Service,27-04-15,27-Apr-15,11:21:58 AM,Internet,Dowagiac,Michigan,49047,Closed,No
221068,DNS Web hosting,04-07-15,04-Jul-15,10:00:20 AM,Customer Care Call,Downers Grove,Illinois,60515,Closed,No
266657,Fraudulent account,30-04-15,30-Apr-15,2:37:43 PM,Internet,Downers Grove,Illinois,60515,Closed,No
238258,Comcast Internet Service Complaint,15-04-15,15-Apr-15,9:02:13 PM,Internet,Doylestown,Pennsylvania,18901,Closed,Yes
270964,Billing Issues,05-04-15,05-Apr-15,1:09:57 AM,Customer Care Call,Dublin,California,94568,Solved,Yes
256312,Comcast poor service or throttling,24-04-15,24-Apr-15,7:20:07 PM,Customer Care Call,Dubois,Pennsylvania,15801,Closed,No
266686,Comcast Refuses to Fix Billing If a Virus Causes Data Usage Over Cap on a system protected by THEIR AV,30-04-15,30-Apr-15,2:50:13 PM,Internet,Duluth,Georgia,30097,Closed,No
294252,No broadband service provided,17-05-15,17-May-15,10:15:53 PM,Internet,Duluth,Georgia,30097,Closed,Yes
315855,Poor Service from Comcast,31-05-15,31-May-15,5:29:00 PM,Customer Care Call,Duluth,Georgia,30096,Solved,No
373569,300 gb cap,29-06-15,29-Jun-15,7:46:15 PM,Customer Care Call,Duluth,Georgia,30096,Pending,No
351246,Comcast Data Caps,19-06-15,19-Jun-15,10:37:18 AM,Internet,Dunwoody,Georgia,30338,Solved,No
338638,"Slow speeds, poor service,.",13-06-15,13-Jun-15,12:30:12 AM,Internet,Dupont,Washington,98327,Open,No
364817,Billing and Service,25-06-15,25-Jun-15,12:53:38 PM,Customer Care Call,Dupont,Washington,97238,Open,No
260681,comcast of indiana,28-04-15,28-Apr-15,8:43:37 AM,Internet,Dyer,Indiana,46311,Closed,No
326518,Comcast trial of putting cap (300 GB / month) on internet usage.,06-06-15,06-Jun-15,6:40:10 AM,Customer Care Call,Eads,Tennessee,38028,Solved,No
350956,Comcast Data Caps,19-06-15,19-Jun-15,2:47:34 AM,Internet,Eads,Tennessee,38028,Open,No
354423,Comcast Data Cap & Code Injection,20-06-15,20-Jun-15,11:54:41 PM,Internet,Eads,Tennessee,38028,Pending,No
255465,Comcast billing/service,24-04-15,24-Apr-15,2:22:50 PM,Internet,East Brunswick,New Jersey,8816,Solved,No
285591,Comcast-flat fee contract-misrepresentation,05-12-15,05-Dec-15,1:11:10 PM,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No
344657,Comcast Internet problems,16-06-15,16-Jun-15,10:34:58 PM,Internet,East Brunswick,New Jersey,8816,Solved,No
364868,Comcast Internet Billing,25-06-15,25-Jun-15,1:03:35 PM,Customer Care Call,East Brunswick,New Jersey,8816,Open,Yes
369184,Comcast xfinity triple play,26-06-15,26-Jun-15,6:51:00 PM,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No
365648,Billing issues with Comcast,25-06-15,25-Jun-15,2:50:58 PM,Customer Care Call,East Chicago,Indiana,46312,Solved,Yes
351497,Comcast Internet,19-06-15,19-Jun-15,11:42:57 AM,Internet,East Liverpool,Ohio,43920,Solved,No
338674,Comcast outage - Bay Area,13-06-15,13-Jun-15,2:13:06 AM,Internet,East Palo Alto,California,94303,Open,No
315759,Comcast of East Windsor NJ Complaint,31-05-15,31-May-15,3:25:33 PM,Internet,East Windsor,New Jersey,8520,Pending,No
296722,Terrible Comcast service,19-05-15,19-May-15,11:35:47 AM,Customer Care Call,Eden Prairie,Minnesota,55347,Closed,No
315836,Complaint against Comcast for incredibly bad service,31-05-15,31-May-15,4:47:08 PM,Customer Care Call,Edgewood,Washington,98372,Pending,No
291175,Data Caps,15-05-15,15-May-15,2:17:50 AM,Customer Care Call,Edina,Minnesota,55424,Open,No
319694,Internet service speed,06-02-15,06-Feb-15,6:23:49 PM,Customer Care Call,Edmonds,Washington,98020,Closed,Yes
364449,Comcast xfinity price gouging seniors,25-06-15,25-Jun-15,12:07:07 PM,Customer Care Call,Egg Harbor City,New Jersey,8215,Solved,No
275612,Misrepresentation of billing,05-06-15,05-Jun-15,11:18:43 AM,Customer Care Call,El Cerrito,California,94530,Solved,No
281211,"Constant non response, or passing to other operator. Supervisers inability to resolve of help. Numerous lies told.",05-08-15,05-Aug-15,7:02:27 PM,Customer Care Call,El Cerrito,California,94530,Closed,No
363708,Comcast chronic lies,24-06-15,24-Jun-15,11:51:56 PM,Customer Care Call,El Cerrito,California,94530,Open,No
365908,Comcast Internet Only Service,25-06-15,25-Jun-15,3:31:17 PM,Internet,El Cerrito,California,94530,Open,No
222882,Comcast broke 36 month contract by increasing bill...,04-07-15,04-Jul-15,8:06:42 PM,Customer Care Call,El Dorado Hills,California,95762,Closed,No
367435,unfair billing practices,26-06-15,26-Jun-15,8:25:31 AM,Internet,Eldersburg,Maryland,21784,Solved,Yes
354805,Installation Charges,21-06-15,21-Jun-15,6:08:54 PM,Customer Care Call,Elgin,Illinois,60124,Solved,Yes
360640,Comcast Over Charging Bundle PKG,24-06-15,24-Jun-15,12:35:19 AM,Customer Care Call,Elgin,Illinois,60123,Open,No
312797,Comcast/Xfinity Data Allowance,28-05-15,28-May-15,11:52:24 PM,Internet,Elizabethtown,Kentucky,42701,Pending,No
363674,pricing,24-06-15,24-Jun-15,11:31:50 PM,Internet,Elkhart,Indiana,46516,Open,No
363879,60 days to close my account,25-06-15,25-Jun-15,8:16:34 AM,Internet,Elkhart,Indiana,46516,Solved,No
240793,Fraudulent billing by Comcast.,17-04-15,17-Apr-15,8:28:01 AM,Internet,Elkins Park,Pennsylvania,19027,Closed,Yes
361453,Comcast Failed to Switch our Systems to New Location and Shut Down the Current Location,24-06-15,24-Jun-15,11:36:18 AM,Internet,Ellicott City,Maryland,21043,Solved,No
256173,Comcast slamming issue,24-04-15,24-Apr-15,6:11:23 PM,Internet,Elmhurst,Illinois,60126,Closed,No
290961,Please stop Broadband bandwidth caps,14-05-15,14-May-15,7:47:10 PM,Customer Care Call,Emeryville,California,94662,Closed,No
363786,comcast internet in emeryville throttles speed,25-06-15,25-Jun-15,2:32:11 AM,Internet,Emeryville,California,94608,Pending,No
359991,Pricing Concerns,23-06-15,23-Jun-15,7:59:41 PM,Internet,Encino,California,95051,Open,No
370823,"95 Palmer Road, Enfield NH Internet Pricing",28-06-15,28-Jun-15,11:36:24 AM,Customer Care Call,Enfield,New Hampshire,3748,Open,Yes
359462,"Overpriced, low quality service",23-06-15,23-Jun-15,5:18:05 PM,Internet,Englewood,Colorado,80113,Solved,No
249470,Bundled Service,22-04-15,22-Apr-15,8:57:24 AM,Internet,Englewood,Florida,34224,Closed,No
243193,Comcast customer service and billing complaint,18-04-15,18-Apr-15,4:26:50 PM,Customer Care Call,Enola,Pennsylvania,17025,Closed,No
266179,Comcast Throttling,30-04-15,30-Apr-15,12:07:11 PM,Internet,Eugene,Oregon,97405,Closed,No
286301,"lack of service, Service call complaint",05-12-15,05-Dec-15,5:04:42 PM,Customer Care Call,Eugene,Oregon,97404,Solved,Yes
286302,"lack of service, Service call complaint",05-12-15,05-Dec-15,5:04:45 PM,Customer Care Call,Eugene,Oregon,97404,Closed,Yes
291730,Comcast fradulent Marketing and billing for internet,15-05-15,15-May-15,12:48:33 PM,Customer Care Call,Eugene,Oregon,97402,Solved,No
304483,Unreliable service for the past three years,23-05-15,23-May-15,4:31:57 AM,Customer Care Call,Eugene,Oregon,97401,Solved,No
358336,Comcast has doubled my internet fee without warning,23-06-15,23-Jun-15,1:27:29 PM,Internet,Eugene,Oregon,97401,Solved,No
363716,Frequent disconnects,24-06-15,24-Jun-15,11:59:03 PM,Customer Care Call,Eugene,Oregon,97401,Solved,No
364369,BILLING ISSUE,25-06-15,25-Jun-15,11:48:15 AM,Internet,Eustis,Florida,32726,Solved,No
360826,Comcast Unfair Billing Practices,24-06-15,24-Jun-15,4:17:46 AM,Customer Care Call,Evans,Colorado,80620,Solved,Yes
315602,Comcast deceptive selling billing lack of service - SECOND And EXPANDED COMPLAINT,31-05-15,31-May-15,10:40:45 AM,Internet,Evans,Georgia,30809,Closed,No
342613,Comcast complaint about internet speed,16-06-15,16-Jun-15,9:07:25 AM,Customer Care Call,Evans,Georgia,30809,Solved,No
350740,Comcast Billing Issues,18-06-15,18-Jun-15,9:37:12 PM,Internet,Evans,Georgia,30809,Solved,No
319816,Comcast (Chicago IL),06-02-15,06-Feb-15,7:09:11 PM,Internet,Evanston,Illinois,60202,Solved,No
346686,No Internet for last 6 days and Comcast is not doing anything,17-06-15,17-Jun-15,5:21:56 PM,Customer Care Call,Everett,Massachusetts,2149,Closed,No
358340,Comcast Price Gouging,23-06-15,23-Jun-15,1:28:17 PM,Internet,Everett,Washington,98201,Open,No
364765,Unable to renew IP address,25-06-15,25-Jun-15,12:43:14 PM,Customer Care Call,Everett,Washington,98201,Solved,No
266217,Comcast,30-04-15,30-Apr-15,12:17:37 PM,Customer Care Call,Export,Pennsylvania,15632,Closed,No
361326,COMCAST,24-06-15,24-Jun-15,10:56:18 AM,Customer Care Call,Fairburn,Georgia,30213,Closed,No
375039,Comcast Issues,30-06-15,30-Jun-15,2:53:39 PM,Customer Care Call,Fairfield,California,94533,Pending,No
281647,Comcast will not service our home,05-09-15,05-Sep-15,11:22:22 AM,Customer Care Call,Fall City,Washington,98024,Solved,No
229552,Comcast/xfinity,04-10-15,04-Oct-15,5:07:15 PM,Customer Care Call,Fall River,Massachusetts,2723,Closed,No
280454,Comcast Billing and Service Issues,05-08-15,05-Aug-15,2:22:57 PM,Customer Care Call,Falling Waters,West Virginia,25419,Closed,No
244215,Poor service,20-04-15,20-Apr-15,10:14:44 AM,Customer Care Call,Falmouth,Massachusetts,2536,Open,No
342774,Data cap,16-06-15,16-Jun-15,10:29:45 AM,Customer Care Call,Fayettevile,Georgia,39214,Open,No
317954,Comcast,06-01-15,06-Jan-15,9:46:23 PM,Customer Care Call,Fayetteville,Georgia,30214,Closed,No
334864,internet billing,06-11-15,06-Nov-15,1:38:51 PM,Internet,Feasterville,Pennsylvania,19053,Solved,No
214213,Comcast fluctuating prices,04-02-15,04-Feb-15,1:05:16 PM,Customer Care Call,Federal Way,Washington,98003,Closed,No
356818,Recurring Comcast service issues and long waits for non-service,22-06-15,22-Jun-15,6:10:03 PM,Internet,Federal Way,Washington,98093,Solved,No
359812,Multiple billing an dcompetative issues.,23-06-15,23-Jun-15,7:02:38 PM,Internet,Federal Way,Washington,98023,Pending,No
239964,Comcast fraudualent billing,16-04-15,16-Apr-15,4:40:11 PM,Customer Care Call,Ferndale,Michigan,48220,Closed,No
313367,Comcast Service,29-05-15,29-May-15,12:41:28 PM,Internet,Flemington,New Jersey,8822,Solved,No
225770,Re: Internet Too Expensive,04-09-15,04-Sep-15,9:33:37 AM,Customer Care Call,Flint,Michigan,48505,Closed,No
333020,Charged for Services not provided,06-10-15,06-Oct-15,3:19:40 PM,Internet,Flint,Michigan,48502,Solved,No
350675,paying for WiFi and its not working,18-06-15,18-Jun-15,9:04:04 PM,Customer Care Call,Flint,Michigan,48503,Solved,No
360281,ISP Data Cap,23-06-15,23-Jun-15,10:05:49 PM,Internet,Florence,Alabama,35630,Pending,No
333174,Internet Connection and Speed Issues,06-10-15,06-Oct-15,4:06:07 PM,Internet,Forest Grove,Oregon,97116,Solved,No
245155,Comcast internet,20-04-15,20-Apr-15,3:30:29 PM,Customer Care Call,Forked River,New Jersey,8731,Closed,No
314727,Comcast Will Not Provide Online Content Without Cable Box,30-05-15,30-May-15,5:12:31 AM,Internet,Fort Belvoir,Virginia,22060,Pending,No
356202,Internet cap,22-06-15,22-Jun-15,3:07:00 PM,Customer Care Call,Fort Campbell,Kentucky,42223,Solved,No
358138,Lack of reasonable infrastructure close to town,23-06-15,23-Jun-15,12:37:18 PM,Internet,Fort Collins,Colorado,80521,Closed,Yes
360818,Comcast Throttling Speeds,24-06-15,24-Jun-15,4:10:31 AM,Internet,Fort Collins,Colorado,80525,Pending,Yes
363811,comcast,25-06-15,25-Jun-15,4:31:43 AM,Internet,Fort Collins,Colorado,80521,Solved,No
369588,Comcast Throttling My Internet,27-06-15,27-Jun-15,1:39:57 AM,Customer Care Call,Fort Collins,Colorado,80524,Pending,Yes
231927,Un able to access my email address after relocae to a new address,13-04-15,13-Apr-15,11:46:10 AM,Customer Care Call,Fort Lauderdale,Florida,33308,Closed,No
242888,Internet speed issues with Comcast and picture freezing issues when watching TV,18-04-15,18-Apr-15,12:32:19 PM,Customer Care Call,Fort Lauderdale,Florida,33319,Closed,No
366894,Systemic failures with Comcast,25-06-15,25-Jun-15,7:32:10 PM,Internet,Fort Lauderdale,Florida,33312,Solved,No
265094,Comcast/Xfinity,29-04-15,29-Apr-15,6:19:01 PM,Customer Care Call,Fort Lee,Virginia,23801,Closed,No
232276,Comcast internet and lack of communication and response,13-04-15,13-Apr-15,1:40:31 PM,Internet,Fort Myers,Florida,33919,Closed,No
238647,billing issues,16-04-15,16-Apr-15,9:43:28 AM,Internet,Fort Myers,Florida,33916,Closed,No
320644,Comcast knowingly over billed,06-03-15,06-Mar-15,11:38:03 AM,Internet,Fort Myers,Florida,33908,Closed,Yes
336872,Horrible/Unacceptable Service of Comcast,06-12-15,06-Dec-15,12:45:46 PM,Internet,Fort Myers,Florida,33907,Solved,No
340024,Comcast overcharge,14-06-15,14-Jun-15,4:01:56 PM,Customer Care Call,Fort Myers Beach,Florida,33931,Open,No
252542,Deceptive Trade,23-04-15,23-Apr-15,1:42:46 PM,Internet,Fort Pierce,Florida,34982,Closed,No
263410,Comcast Demanding payment after cancellation,29-04-15,29-Apr-15,9:48:22 AM,Customer Care Call,Fort Washington,Maryland,20744,Closed,No
282159,No internet,05-09-15,05-Sep-15,7:18:04 PM,Internet,Fort Washington,Maryland,20744,Solved,No
376020,Xfinity promise to pay me $300 to join,30-06-15,30-Jun-15,7:48:57 PM,Internet,Fountain,Colorado,80817,Pending,No
270026,Comcast issues,05-02-15,05-Feb-15,1:16:53 PM,Customer Care Call,Franklin,Indiana,46131,Solved,No
213506,Internet Provider Data Thresholds,04-02-15,04-Feb-15,8:09:54 AM,Internet,Franklin,Tennessee,37064,Closed,No
212507,Comcast Cable,04-01-15,04-Jan-15,3:54:43 PM,Internet,Franklin,Tennessee,37067,Closed,No
283115,Comcast Data Cap,05-11-15,05-Nov-15,11:03:58 AM,Customer Care Call,Franklin,Tennessee,37067,Solved,No
288851,Comcast Data Caps,13-05-15,13-May-15,8:45:21 PM,Internet,Franklin,Tennessee,37064,Open,No
305720,Comcast,25-05-15,25-May-15,11:09:23 AM,Customer Care Call,Franklin,Tennessee,37067,Pending,No
331090,Comcast data cap,06-09-15,06-Sep-15,4:57:42 PM,Internet,Franklin,Tennessee,37064,Solved,No
350160,Routine Outages / Speeds never as promised,18-06-15,18-Jun-15,5:28:13 PM,Internet,Franklin,Tennessee,37069,Open,No
371119,Comcast business keeps moving my same-day trouble appointment to the next day,28-06-15,28-Jun-15,4:48:51 PM,Internet,Franklin,Tennessee,37069,Open,No
350504,Comcast cable company,18-06-15,18-Jun-15,7:58:26 PM,Customer Care Call,Fraser,Michigan,48026,Solved,No
345034,Comcast billing,17-06-15,17-Jun-15,10:39:26 AM,Customer Care Call,Frederick,Colorado,80516,Solved,Yes
290238,Lack of HBO Go Availability on Sony Devices with Xfinity Subscription,14-05-15,14-May-15,3:21:17 PM,Internet,Frederick,Maryland,21701,Pending,No
362788,Overcharged $30 per month for 10 months straight,24-06-15,24-Jun-15,4:48:55 PM,Internet,Frederick,Maryland,21702,Solved,No
362507,Raising my Rate,24-06-15,24-Jun-15,3:53:22 PM,Customer Care Call,Fredericksburg,Virginia,22407,Solved,No
361633,Unfair Comcast Billing,24-06-15,24-Jun-15,12:21:50 PM,Internet,Freeport,Illinois,61032,Open,No
305399,Comcast fradulently gets contract signed by my wife,24-05-15,24-May-15,5:15:10 PM,Customer Care Call,Fremont,California,94555,Open,Yes
358861,Comcast charging me unrelated charges,23-06-15,23-Jun-15,3:11:02 PM,Internet,Fremont,California,94538,Open,No
358898,Ridiculous Charges,23-06-15,23-Jun-15,3:18:26 PM,Customer Care Call,Fremont,California,94536,Solved,No
240650,complaint against Comcast,16-04-15,16-Apr-15,10:11:30 PM,Internet,Fresh Meadows,New York,11366,Closed,No
307364,Arbitrary Price Increase,26-05-15,26-May-15,2:03:20 PM,Internet,Fresno,California,93722,Solved,No
349751,Comcast Billing Complaint,18-06-15,18-Jun-15,3:56:11 PM,Internet,Fresno,California,93703,Solved,Yes
358360,Internet speed deteriation,23-06-15,23-Jun-15,1:32:14 PM,Internet,Fresno,California,93704,Solved,No
371463,Internet Speed on Wireless Connection,29-06-15,29-Jun-15,4:37:17 AM,Internet,Fresno,California,93730,Solved,Yes
342375,internet,15-06-15,15-Jun-15,9:10:14 PM,Customer Care Call,Front Royal,Virginia,22630,Solved,No
255922,intermittent internet,24-04-15,24-Apr-15,4:34:42 PM,Internet,Fruitland Park,Florida,34731,Closed,No
366192,Deceptive trade,25-06-15,25-Jun-15,4:12:23 PM,Internet,Ft Pierce,Florida,34982,Solved,No
298980,Improper Billing and non resolution of issues,20-05-15,20-May-15,12:46:31 PM,Customer Care Call,Ft. Lauderdale,Florida,33304,Open,No
229103,Lost emails/billing,04-10-15,04-Oct-15,2:53:15 PM,Customer Care Call,Ftlauderdale,Florida,33308,Closed,No
329036,"Comcast/Xfinity Poor Service, Fraudulent Billing and Collection",06-08-15,06-Aug-15,5:01:58 PM,Internet,Fulton,Maryland,20759,Open,No
338283,monthly data caps,06-12-15,06-Dec-15,7:31:37 PM,Customer Care Call,Gadsden,Alabama,35901,Solved,No
373954,Comcast Data Charges,30-06-15,30-Jun-15,7:29:08 AM,Internet,Gadsden,Alabama,35904,Pending,No
231821,Inability to get access to internet through Comcast or AT&T,13-04-15,13-Apr-15,11:10:02 AM,Customer Care Call,Gainesville,Georgia,30506,Closed,Yes
345472,paying for an upgrade that never took place,17-06-15,17-Jun-15,12:43:04 PM,Internet,Gaithersburg,Maryland,20882,Closed,No
359714,"Bill issues, Internet and disability comcast prices",23-06-15,23-Jun-15,6:26:49 PM,Customer Care Call,Gaithersburg,Maryland,20878,Open,No
338412,Not receiving advertised speed,06-12-15,06-Dec-15,8:43:21 PM,Internet,Galesburg,Michigan,49053,Closed,Yes
360388,Xfinity Internet Speed,23-06-15,23-Jun-15,10:39:59 PM,Customer Care Call,Galesburg,Michigan,49053,Open,No
234204,Comcast Billing,14-04-15,14-Apr-15,11:27:59 AM,Internet,Gallatin,Tennessee,37066,Closed,No
257446,Nightly service interruption,25-04-15,25-Apr-15,10:29:56 PM,Customer Care Call,Gallatin,Tennessee,37066,Closed,No
339095,Netflix is slow,13-06-15,13-Jun-15,2:01:24 PM,Internet,Galveston,Texas,77550,Solved,No
282011,comcast wont service my address,05-09-15,05-Sep-15,3:47:52 PM,Customer Care Call,Gary,Indiana,46404,Solved,No
342665,cannot access my email or service at all,16-06-15,16-Jun-15,9:51:17 AM,Customer Care Call,Gathersburg,Maryland,20877,Open,No
266403,Xfinity/comcast Service,30-04-15,30-Apr-15,1:13:47 PM,Customer Care Call,Germantown,Maryland,20876,Closed,No
215802,Unclear policies,04-03-15,04-Mar-15,9:22:46 AM,Internet,Germantown,Tennessee,38138,Open,No
331611,300GB/month Data Cap,06-09-15,06-Sep-15,8:23:16 PM,Customer Care Call,Germantown,Tennessee,38139,Open,No
231199,Comcast/Xfinity- Paying for High speed service,04-12-15,04-Dec-15,1:01:30 PM,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No
231200,Comcast/Xfinity- Paying for High speed service,04-12-15,04-Dec-15,1:01:34 PM,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No
363615,Overage Charges,24-06-15,24-Jun-15,10:28:37 PM,Customer Care Call,Glencoe,Alabama,35905,Pending,No
297322,Comcast Internet and cable deals,19-05-15,19-May-15,3:05:53 PM,Internet,Glendale Heights,Illinois,60139,Solved,No
306807,Comcast bundle billing,26-05-15,26-May-15,11:30:09 AM,Internet,Glendale Heights,Illinois,60139,Open,Yes
360143,Comcast Internet Speed/Quality of Service and price,23-06-15,23-Jun-15,8:52:54 PM,Customer Care Call,Glenview,Illinois,60025,Solved,Yes
360714,Internet bundled with TV,24-06-15,24-Jun-15,1:29:54 AM,Internet,Gold Bar,Washington,98251,Solved,No
215337,Consistent speed/connectivity with internet,04-02-15,04-Feb-15,7:48:39 PM,Customer Care Call,Gold River,California,95670,Closed,No
